Microsoft (R) COFF/PE Dumper Version 9.00.21022.08
Copyright (C) Microsoft Corporation.  All rights reserved.
        330  149 0005AFE0 ??1HWNDElementProvider@DirectUI@@UEAA@XZ
        331  14A 0001EFB8 ??1HWNDHost@DirectUI@@UEAA@XZ
        332  14B 0005C50C ??1HWNDHostAccessible@DirectUI@@UEAA@XZ
        333  14C 0005C50C ??1HWNDHostClientAccessible@DirectUI@@UEAA@XZ
        334  14D 00036A48 ??1IDataEngine@DirectUI@@UEAA@XZ
        335  14E 00036A48 ??1IDataEntry@DirectUI@@UEAA@XZ
        336  14F 00072D14 ??1InvokeHelper@DirectUI@@UEAA@XZ
        337  150 0006F638 ??1InvokeProvider@DirectUI@@UEAA@XZ
        338  151 00007CBC ??1Layout@DirectUI@@UEAA@XZ
        339  152 000025F0 ??1LinkedList@DirectUI@@QEAA@XZ
        340  153 00042C14 ??1Macro@DirectUI@@UEAA@XZ
        341  154 000836F0 ??1Movie@DirectUI@@UEAA@XZ
        342  155 00020AC0 ??1NativeHWNDHost@DirectUI@@UEAA@XZ
        343  156 00013AB0 ??1Navigator@DirectUI@@UEAA@XZ
        344  157 00067950 ??1NineGridLayout@DirectUI@@UEAA@XZ
        345  158 00038450 ??1PText@DirectUI@@UEAA@XZ
        346  159 00042C14 ??1Page@DirectUI@@UEAA@XZ
        347  15A 00042C14 ??1Pages@DirectUI@@UEAA@XZ
        348  15B 00062CF0 ??1Progress@DirectUI@@UEAA@XZ
        349  15C 0005FF8C ??1Proxy@DirectUI@@UEAA@XZ
        350  15D 00013AB0 ??1PushButton@DirectUI@@UEAA@XZ
        351  15E 00013AB0 ??1RadioButtonGlyph@DirectUI@@UEAA@XZ
        352  15F 0006F478 ??1RangeValueProvider@DirectUI@@UEAA@XZ
        353  160 00063340 ??1RefPointElement@DirectUI@@UEAA@XZ
        354  161 00072D14 ??1RefcountBase@DirectUI@@UEAA@XZ
        355  162 00013AB0 ??1RepeatButton@DirectUI@@UEAA@XZ
        356  163 00042C14 ??1Repeater@DirectUI@@UEAA@XZ
        357  164 000606E0 ??1ResourceModuleHandles@DirectUI@@QEAA@XZ
        358  165 000414E0 ??1RowLayout@DirectUI@@UEAA@XZ
        359  166 00064290 ??1ScrollBar@DirectUI@@UEAA@XZ
        360  167 000737E4 ??1ScrollItemProvider@DirectUI@@UEAA@XZ
        361  168 0006F930 ??1ScrollProvider@DirectUI@@UEAA@XZ
        362  169 00039CC0 ??1ScrollViewer@DirectUI@@UEAA@XZ
        363  16A 0006EF18 ??1SelectionItemProvider@DirectUI@@UEAA@XZ
        364  16B 00074D94 ??1SelectionProvider@DirectUI@@UEAA@XZ
        365  16C 00036178 ??1Selector@DirectUI@@UEAA@XZ
        366  16D 00036178 ??1SelectorNoDefault@DirectUI@@UEAA@XZ
        367  16E 0002C25C ??1ShellBorderLayout@DirectUI@@UEAA@XZ
        368  16F 00039CC0 ??1StyledScrollViewer@DirectUI@@UEAA@XZ
        369  170 0002C760 ??1Surface@DirectUI@@UEAA@XZ
        370  171 00075AB0 ??1TableItemProvider@DirectUI@@UEAA@XZ
        371  172 000369FC ??1TableLayout@DirectUI@@UEAA@XZ
        372  173 00076598 ??1TableProvider@DirectUI@@UEAA@XZ
        373  174 0006C658 ??1TaskPage@DirectUI@@UEAA@XZ
        374  175 00042C14 ??1TextGraphic@DirectUI@@UEAA@XZ
        375  176 00013AB0 ??1Thumb@DirectUI@@UEAA@XZ
        376  177 00076964 ??1ToggleProvider@DirectUI@@UEAA@XZ
        377  178 00061270 ??1UnknownElement@DirectUI@@UEAA@XZ
        378  179 0007824C ??1ValueProvider@DirectUI@@UEAA@XZ
        379  17A 0001F420 ??1VerticalFlowLayout@DirectUI@@UEAA@XZ
        380  17B 0002C7E0 ??1Viewer@DirectUI@@UEAA@XZ
        381  17C 00036528 ??1XBaby@DirectUI@@UEAA@XZ
        382  17D 000363E4 ??1XElement@DirectUI@@UEAA@XZ
        383  17E 000025F0 ??1XHost@DirectUI@@QEAA@XZ
        384  17F 0003635C ??1XProvider@DirectUI@@UEAA@XZ
        385  180 0005F51C ??4?$FunctionDefinition@H@DUIXmlParser@DirectUI@@QEAAAEAU012@AEBU012@@Z
        386  181 0005F51C ??4?$FunctionDefinition@K@DUIXmlParser@DirectUI@@QEAAAEAU012@AEBU012@@Z
        387  182 0005F51C ??4?$FunctionDefinition@PEAVValue@DirectUI@@@DUIXmlParser@DirectUI@@QEAAAEAU012@AEBU012@@Z
        388  183 0005F51C ??4?$FunctionDefinition@UtagRECT@@@DUIXmlParser@DirectUI@@QEAAAEAU012@AEBU012@@Z
        389  184 00068DC0 ??4ACCESSIBLEROLE@AccessibleButton@DirectUI@@QEAAAEAU012@AEBU012@@Z
        390  185 00068468 ??4AccessibleButton@DirectUI@@QEAAAEAV01@AEBV01@@Z
        391  186 00066A3C ??4AnimationStrip@DirectUI@@QEAAAEAV01@AEBV01@@Z
        392  187 00068468 ??4AutoButton@DirectUI@@QEAAAEAV01@AEBV01@@Z
        393  188 000581A0 ??4AutoLock@DirectUI@@QEAAAEAV01@AEBV01@@Z
        394  189 0005806C ??4AutoThread@DirectUI@@QEAAAEAV01@AEBV01@@Z
        395  18A 000590F0 ??4AutoVariant@DirectUI@@QEAAAEAV01@AEBV01@@Z
        396  18B 00063944 ??4BaseScrollBar@DirectUI@@QEAAAEAV01@AEBV01@@Z
        397  18C 00065C98 ??4BaseScrollViewer@DirectUI@@QEAAAEAV01@AEBV01@@Z
        398  18D 000661AC ??4Bind@DirectUI@@QEAAAEAV01@AEBV01@@Z
        399  18E 00067520 ??4BorderLayout@DirectUI@@QEAAAEAV01@AEBV01@@Z
        400  18F 000686C4 ??4Browser@DirectUI@@QEAAAEAV01@AEBV01@@Z
        401  190 0005AAA4 ??4BrowserSelectionProxy@DirectUI@@QEAAAEAV01@AEBV01@@Z
        402  191 00061688 ??4Button@DirectUI@@QEAAAEAV01@AEBV01@@Z
        403  192 00064A84 ??4CCAVI@DirectUI@@QEAAAEAV01@AEBV01@@Z
        404  193 00064A84 ??4CCBase@DirectUI@@QEAAAEAV01@AEBV01@@Z
        405  194 00064A84 ??4CCBaseCheckRadioButton@DirectUI@@QEAAAEAV01@AEBV01@@Z
        406  195 00065298 ??4CCBaseScrollBar@DirectUI@@QEAAAEAV01@AEBV01@@Z
        407  196 00064A84 ??4CCCheckBox@DirectUI@@QEAAAEAV01@AEBV01@@Z
        408  197 00064A84 ??4CCCommandLink@DirectUI@@QEAAAEAV01@AEBV01@@Z
        409  198 00065298 ??4CCHScrollBar@DirectUI@@QEAAAEAV01@AEBV01@@Z
        410  199 00064A84 ??4CCListBox@DirectUI@@QEAAAEAV01@AEBV01@@Z
        411  19A 00064A84 ??4CCListView@DirectUI@@QEAAAEAV01@AEBV01@@Z
        412  19B 00064A84 ??4CCProgressBar@DirectUI@@QEAAAEAV01@AEBV01@@Z
        413  19C 00064A84 ??4CCPushButton@DirectUI@@QEAAAEAV01@AEBV01@@Z
        414  19D 00064A84 ??4CCRadioButton@DirectUI@@QEAAAEAV01@AEBV01@@Z
        415  19E 00064A84 ??4CCSysLink@DirectUI@@QEAAAEAV01@AEBV01@@Z
        416  19F 00064A84 ??4CCTrackBar@DirectUI@@QEAAAEAV01@AEBV01@@Z
        417  1A0 00064A84 ??4CCTreeView@DirectUI@@QEAAAEAV01@AEBV01@@Z
        418  1A1 00065298 ??4CCVScrollBar@DirectUI@@QEAAAEAV01@AEBV01@@Z
        419  1A2 0005B0B4 ??4CallstackTracker@DirectUI@@QEAAAEAV01@AEBV01@@Z
        420  1A3 00061688 ??4CheckBoxGlyph@DirectUI@@QEAAAEAV01@AEBV01@@Z
        421  1A4 0005AAA4 ??4ClassInfoBase@DirectUI@@QEAAAEAV01@AEBV01@@Z
        422  1A5 000661AC ??4Clipper@DirectUI@@QEAAAEAV01@AEBV01@@Z
        423  1A6 00061F60 ??4Combobox@DirectUI@@QEAAAEAV01@AEBV01@@Z
        424  1A7 000581A0 ??4CritSecLock@DirectUI@@QEAAAEAV01@AEBV01@@Z
        425  1A8 0005AAA4 ??4DCSurface@DirectUI@@QEAAAEAV01@AEBV01@@Z
        426  1A9 00068730 ??4DUIFactory@DirectUI@@QEAAAEAV01@AEBV01@@Z
        427  1AA 0005F408 ??4DUIXmlParser@DirectUI@@QEAAAEAV01@AEBV01@@Z
        428  1AB 00061984 ??4DialogElement@DirectUI@@QEAAAEAV01@AEBV01@@Z
        429  1AC 0005806C ??4DuiNavigate@DirectUI@@QEAAAEAV01@AEBV01@@Z
        430  1AD 00061F60 ??4Edit@DirectUI@@QEAAAEAV01@AEBV01@@Z
        431  1AE 0005A99C ??4Element@DirectUI@@QEAAAEAV01@AEBV01@@Z
        432  1AF 0005806C ??4ElementProviderManager@DirectUI@@QEAAAEAV01@AEBV01@@Z
        433  1B0 0005AAA4 ??4ElementProxy@DirectUI@@QEAAAEAV01@AEBV01@@Z
        434  1B1 000661AC ??4ElementWithHWND@DirectUI@@QEAAAEAV01@AEBV01@@Z
        435  1B2 0005806C ??4EventManager@DirectUI@@QEAAAEAV01@AEBV01@@Z
        436  1B3 0005AAA4 ??4ExpandCollapseProxy@DirectUI@@QEAAAEAV01@AEBV01@@Z
        437  1B4 000661AC ??4Expandable@DirectUI@@QEAAAEAV01@AEBV01@@Z
        438  1B5 000664AC ??4Expando@DirectUI@@QEAAAEAV01@AEBV01@@Z
        439  1B6 00061688 ??4ExpandoButtonGlyph@DirectUI@@QEAAAEAV01@AEBV01@@Z
        440  1B7 0005806C ??4Expression@DirectUI@@QEAAAEAV01@AEBV01@@Z
        441  1B8 000675BC ??4FillLayout@DirectUI@@QEAAAEAV01@AEBV01@@Z
        442  1B9 00067660 ??4FlowLayout@DirectUI@@QEAAAEAV01@AEBV01@@Z
        443  1BA 0005806C ??4FontCache@DirectUI@@QEAAAEAV01@AEBV01@@Z
        444  1BB 000590F0 ??4FontCheckOut@DirectUI@@QEAAAEAV01@AEBV01@@Z
        445  1BC 0005AAA4 ??4GridItemProxy@DirectUI@@QEAAAEAV01@AEBV01@@Z
        446  1BD 000677CC ??4GridLayout@DirectUI@@QEAAAEAV01@AEBV01@@Z
        447  1BE 0005AAA4 ??4GridProxy@DirectUI@@QEAAAEAV01@AEBV01@@Z
        448  1BF 0005ACF8 ??4HWNDElement@DirectUI@@QEAAAEAV01@AEBV01@@Z
        449  1C0 0005AAA4 ??4HWNDElementProxy@DirectUI@@QEAAAEAV01@AEBV01@@Z
        450  1C1 0005B5E4 ??4HWNDHost@DirectUI@@QEAAAEAV01@AEBV01@@Z
        451  1C2 0005806C ??4IDataEngine@DirectUI@@QEAAAEAU01@AEBU01@@Z
        452  1C3 0005806C ??4IDataEntry@DirectUI@@QEAAAEAU01@AEBU01@@Z
        453  1C4 0005806C ??4IProvider@DirectUI@@QEAAAEAV01@AEBV01@@Z
        454  1C5 0005806C ??4ISBLeak@DirectUI@@QEAAAEAU01@AEBU01@@Z
        455  1C6 0005806C ??4IXElementCP@DirectUI@@QEAAAEAV01@AEBV01@@Z
        456  1C7 0005806C ??4IXProviderCP@DirectUI@@QEAAAEAV01@AEBV01@@Z
        457  1C8 0005806C ??4InvokeManager@DirectUI@@QEAAAEAV01@AEBV01@@Z
        458  1C9 0005AAA4 ??4InvokeProxy@DirectUI@@QEAAAEAV01@AEBV01@@Z
        459  1CA 0005903C ??4Layout@DirectUI@@QEAAAEAV01@AEBV01@@Z
        460  1CB 0005F51C ??4LinkedList@DirectUI@@QEAAAEAV01@AEBV01@@Z
        461  1CC 0005F51C ??4LinkedListNode@DirectUI@@QEAAAEAV01@AEBV01@@Z
        462  1CD 00067FDC ??4Macro@DirectUI@@QEAAAEAV01@AEBV01@@Z
        463  1CE 0006D6D0 ??4Movie@DirectUI@@QEAAAEAV01@AEBV01@@Z
        464  1CF 000624E8 ??4NativeHWNDHost@DirectUI@@QEAAAEAV01@AEBV01@@Z
        465  1D0 000590F0 ??4NavReference@DirectUI@@QEAAAEAU01@AEBU01@@Z
        466  1D1 00068730 ??4NavScoring@DirectUI@@QEAAAEAU01@AEBU01@@Z
        467  1D2 00068468 ??4Navigator@DirectUI@@QEAAAEAV01@AEBV01@@Z
        468  1D3 0005AAA4 ??4NavigatorSelectionItemProxy@DirectUI@@QEAAAEAV01@AEBV01@@Z
        469  1D4 00066044 ??4NineGridLayout@DirectUI@@QEAAAEAV01@AEBV01@@Z
        470  1D5 00068924 ??4PText@DirectUI@@QEAAAEAV01@AEBV01@@Z
        471  1D6 00067FDC ??4Page@DirectUI@@QEAAAEAV01@AEBV01@@Z
        472  1D7 00061688 ??4Pages@DirectUI@@QEAAAEAV01@AEBV01@@Z
        473  1D8 000661AC ??4Progress@DirectUI@@QEAAAEAV01@AEBV01@@Z
        474  1D9 0005AAA4 ??4ProgressRangeValueProxy@DirectUI@@QEAAAEAV01@AEBV01@@Z
        475  1DA 0005AAA4 ??4ProviderProxy@DirectUI@@QEAAAEAV01@AEBV01@@Z
        476  1DB 0005AAA4 ??4Proxy@DirectUI@@QEAAAEAV01@AEBV01@@Z
        477  1DC 00068468 ??4PushButton@DirectUI@@QEAAAEAV01@AEBV01@@Z
        478  1DD 00061688 ??4RadioButtonGlyph@DirectUI@@QEAAAEAV01@AEBV01@@Z
        479  1DE 0005AAA4 ??4RangeValueProxy@DirectUI@@QEAAAEAV01@AEBV01@@Z
        480  1DF 000661AC ??4RefPointElement@DirectUI@@QEAAAEAV01@AEBV01@@Z
        481  1E0 00063400 ??4RepeatButton@DirectUI@@QEAAAEAV01@AEBV01@@Z
        482  1E1 000680C0 ??4Repeater@DirectUI@@QEAAAEAV01@AEBV01@@Z
        483  1E2 0005806C ??4ResourceModuleHandles@DirectUI@@QEAAAEAV01@AEBV01@@Z
        484  1E3 000679F0 ??4RowLayout@DirectUI@@QEAAAEAV01@AEBV01@@Z
        485  1E4 0005806C ??4Schema@DirectUI@@QEAAAEAV01@AEBV01@@Z
        486  1E5 00063DB8 ??4ScrollBar@DirectUI@@QEAAAEAV01@AEBV01@@Z
        487  1E6 0005AAA4 ??4ScrollBarRangeValueProxy@DirectUI@@QEAAAEAV01@AEBV01@@Z
        488  1E7 0005AAA4 ??4ScrollItemProxy@DirectUI@@QEAAAEAV01@AEBV01@@Z
        489  1E8 0005AAA4 ??4ScrollProxy@DirectUI@@QEAAAEAV01@AEBV01@@Z
        490  1E9 00065E4C ??4ScrollViewer@DirectUI@@QEAAAEAV01@AEBV01@@Z
        491  1EA 0005AAA4 ??4SelectionItemProxy@DirectUI@@QEAAAEAV01@AEBV01@@Z
        492  1EB 0005AAA4 ??4SelectionProxy@DirectUI@@QEAAAEAV01@AEBV01@@Z
        493  1EC 000661AC ??4Selector@DirectUI@@QEAAAEAV01@AEBV01@@Z
        494  1ED 000661AC ??4SelectorNoDefault@DirectUI@@QEAAAEAV01@AEBV01@@Z
        495  1EE 0005AAA4 ??4SelectorSelectionItemProxy@DirectUI@@QEAAAEAV01@AEBV01@@Z
        496  1EF 0005AAA4 ??4SelectorSelectionProxy@DirectUI@@QEAAAEAV01@AEBV01@@Z
        497  1F0 00067AE8 ??4ShellBorderLayout@DirectUI@@QEAAAEAV01@AEBV01@@Z
        498  1F1 0005806C ??4StyleSheet@DirectUI@@QEAAAEAV01@AEBV01@@Z
        499  1F2 00065F40 ??4StyledScrollViewer@DirectUI@@QEAAAEAV01@AEBV01@@Z
        500  1F3 0005806C ??4Surface@DirectUI@@QEAAAEAV01@AEBV01@@Z
        501  1F4 0005AAA4 ??4TableItemProxy@DirectUI@@QEAAAEAV01@AEBV01@@Z
        502  1F5 00067C30 ??4TableLayout@DirectUI@@QEAAAEAV01@AEBV01@@Z
        503  1F6 0005AAA4 ??4TableProxy@DirectUI@@QEAAAEAV01@AEBV01@@Z
        504  1F7 00068CE0 ??4TaskPage@DirectUI@@QEAAAEAV01@AEBV01@@Z
        505  1F8 000687B8 ??4TextGraphic@DirectUI@@QEAAAEAV01@AEBV01@@Z
        506  1F9 00061688 ??4Thumb@DirectUI@@QEAAAEAV01@AEBV01@@Z
        507  1FA 0005AAA4 ??4ToggleProxy@DirectUI@@QEAAAEAV01@AEBV01@@Z
        508  1FB 000661AC ??4UnknownElement@DirectUI@@QEAAAEAV01@AEBV01@@Z
        509  1FC 00058F74 ??4Value@DirectUI@@QEAAAEAV01@AEBV01@@Z
        510  1FD 0005AAA4 ??4ValueProxy@DirectUI@@QEAAAEAV01@AEBV01@@Z
        511  1FE 00067660 ??4VerticalFlowLayout@DirectUI@@QEAAAEAV01@AEBV01@@Z
        512  1FF 000661AC ??4Viewer@DirectUI@@QEAAAEAV01@AEBV01@@Z
        513  200 00069958 ??4XBaby@DirectUI@@QEAAAEAV01@AEBV01@@Z
        514  201 00068A08 ??4XElement@DirectUI@@QEAAAEAV01@AEBV01@@Z
        515  202 0005F51C ??4XHost@DirectUI@@QEAAAEAV01@AEBV01@@Z
        516  203 00068A90 ??4XProvider@DirectUI@@QEAAAEAV01@AEBV01@@Z
        517  204 00068BE0 ??4XResourceProvider@DirectUI@@QEAAAEAV01@AEBV01@@Z
        518  205 000623C0 ??B?$SafeArrayAccessor@H@DirectUI@@QEAAPEAHXZ
        519  206 00068C54 ??BTaskPage@DirectUI@@QEAAPEAU_PSP@@XZ
        520  207 000C55F0 ??_7?$PatternProvider@VExpandCollapseProvider@DirectUI@@UIExpandCollapseProvider@@$00@DirectUI@@6BIProvider@1@@
        521  208 00091990 ??_7?$PatternProvider@VExpandCollapseProvider@DirectUI@@UIExpandCollapseProvider@@$00@DirectUI@@6BRefcountBase@1@@
        522  209 000C55F0 ??_7?$PatternProvider@VGridItemProvider@DirectUI@@UIGridItemProvider@@$01@DirectUI@@6BIProvider@1@@
        523  20A 00091BD0 ??_7?$PatternProvider@VGridItemProvider@DirectUI@@UIGridItemProvider@@$01@DirectUI@@6BRefcountBase@1@@
        524  20B 000C55F0 ??_7?$PatternProvider@VGridProvider@DirectUI@@UIGridProvider@@$02@DirectUI@@6BIProvider@1@@
        525  20C 00091C38 ??_7?$PatternProvider@VGridProvider@DirectUI@@UIGridProvider@@$02@DirectUI@@6BRefcountBase@1@@
        526  20D 000C55F0 ??_7?$PatternProvider@VInvokeProvider@DirectUI@@UIInvokeProvider@@$0A@@DirectUI@@6BIProvider@1@@
        527  20E 00091928 ??_7?$PatternProvider@VInvokeProvider@DirectUI@@UIInvokeProvider@@$0A@@DirectUI@@6BRefcountBase@1@@
        528  20F 000C55F0 ??_7?$PatternProvider@VRangeValueProvider@DirectUI@@UIRangeValueProvider@@$03@DirectUI@@6BIProvider@1@@
        529  210 00091B50 ??_7?$PatternProvider@VRangeValueProvider@DirectUI@@UIRangeValueProvider@@$03@DirectUI@@6BRefcountBase@1@@
        530  211 000C55F0 ??_7?$PatternProvider@VScrollItemProvider@DirectUI@@UIScrollItemProvider@@$05@DirectUI@@6BIProvider@1@@
        531  212 00091CA0 ??_7?$PatternProvider@VScrollItemProvider@DirectUI@@UIScrollItemProvider@@$05@DirectUI@@6BRefcountBase@1@@
        532  213 000C55F0 ??_7?$PatternProvider@VScrollProvider@DirectUI@@UIScrollProvider@@$04@DirectUI@@6BIProvider@1@@
        533  214 00091AB8 ??_7?$PatternProvider@VScrollProvider@DirectUI@@UIScrollProvider@@$04@DirectUI@@6BRefcountBase@1@@
        534  215 000C55F0 ??_7?$PatternProvider@VSelectionItemProvider@DirectUI@@UISelectionItemProvider@@$06@DirectUI@@6BIProvider@1@@
        535  216 00091A20 ??_7?$PatternProvider@VSelectionItemProvider@DirectUI@@UISelectionItemProvider@@$06@DirectUI@@6BRefcountBase@1@@
        536  217 000C55F0 ??_7?$PatternProvider@VSelectionProvider@DirectUI@@UISelectionProvider@@$07@DirectUI@@6BIProvider@1@@
        537  218 00091D28 ??_7?$PatternProvider@VSelectionProvider@DirectUI@@UISelectionProvider@@$07@DirectUI@@6BRefcountBase@1@@
        538  219 000C55F0 ??_7?$PatternProvider@VTableItemProvider@DirectUI@@UITableItemProvider@@$09@DirectUI@@6BIProvider@1@@
        539  21A 00091D88 ??_7?$PatternProvider@VTableItemProvider@DirectUI@@UITableItemProvider@@$09@DirectUI@@6BRefcountBase@1@@
        540  21B 000C55F0 ??_7?$PatternProvider@VTableProvider@DirectUI@@UITableProvider@@$08@DirectUI@@6BIProvider@1@@
        541  21C 00091DF0 ??_7?$PatternProvider@VTableProvider@DirectUI@@UITableProvider@@$08@DirectUI@@6BRefcountBase@1@@
        542  21D 000C55F0 ??_7?$PatternProvider@VToggleProvider@DirectUI@@UIToggleProvider@@$0L@@DirectUI@@6BIProvider@1@@
        543  21E 00091E50 ??_7?$PatternProvider@VToggleProvider@DirectUI@@UIToggleProvider@@$0L@@DirectUI@@6BRefcountBase@1@@
        544  21F 000C55F0 ??_7?$PatternProvider@VValueProvider@DirectUI@@UIValueProvider@@$0M@@DirectUI@@6BIProvider@1@@
        545  220 00091EB8 ??_7?$PatternProvider@VValueProvider@DirectUI@@UIValueProvider@@$0M@@DirectUI@@6BRefcountBase@1@@
        546  221 00090310 ??_7AccessibleButton@DirectUI@@6B@
        547  222 0008FF50 ??_7AnimationStrip@DirectUI@@6B@
        548  223 00090460 ??_7AutoButton@DirectUI@@6B@
        549  224 0008D200 ??_7BaseScrollBar@DirectUI@@6B@
        550  225 0008F3F0 ??_7BaseScrollViewer@DirectUI@@6BElement@1@@
        551  226 0008F550 ??_7BaseScrollViewer@DirectUI@@6BIElementListener@1@@
        552  227 000909C0 ??_7Bind@DirectUI@@6B@
        553  228 00090090 ??_7BorderLayout@DirectUI@@6B@
        554  229 00090B00 ??_7Browser@DirectUI@@6B@
        555  22A 00091CD0 ??_7BrowserSelectionProxy@DirectUI@@6B@
        556  22B 0008C740 ??_7Button@DirectUI@@6B@
        557  22C 0008F070 ??_7CCAVI@DirectUI@@6B@
        558  22D 0008D700 ??_7CCBase@DirectUI@@6B@
        559  22E 0008DC60 ??_7CCBaseCheckRadioButton@DirectUI@@6B@
        560  22F 0008EAA0 ??_7CCBaseScrollBar@DirectUI@@6BBaseScrollBar@1@@
        561  230 0008E8E0 ??_7CCBaseScrollBar@DirectUI@@6BCCBase@1@@
        562  231 0008DE30 ??_7CCCheckBox@DirectUI@@6B@
        563  232 0008DA90 ??_7CCCommandLink@DirectUI@@6B@
        564  233 0008EAA0 ??_7CCHScrollBar@DirectUI@@6BBaseScrollBar@1@@
        565  234 0008ECF0 ??_7CCHScrollBar@DirectUI@@6BCCBase@1@@
        566  235 0008E720 ??_7CCListBox@DirectUI@@6B@
        567  236 0008E390 ??_7CCListView@DirectUI@@6B@
        568  237 0008E1D0 ??_7CCProgressBar@DirectUI@@6B@
        569  238 0008D8C0 ??_7CCPushButton@DirectUI@@6B@
        570  239 0008E000 ??_7CCRadioButton@DirectUI@@6B@
        571  23A 0008EEB0 ??_7CCSysLink@DirectUI@@6B@
        572  23B 0008F230 ??_7CCTrackBar@DirectUI@@6B@
        573  23C 0008E550 ??_7CCTreeView@DirectUI@@6B@
        574  23D 0008EAA0 ??_7CCVScrollBar@DirectUI@@6BBaseScrollBar@1@@
        575  23E 0008EB30 ??_7CCVScrollBar@DirectUI@@6BCCBase@1@@
        576  23F 0008C890 ??_7CheckBoxGlyph@DirectUI@@6B@
        577  240 0008B6A0 ??_7ClassInfoBase@DirectUI@@6B@
        578  241 0008FE10 ??_7Clipper@DirectUI@@6B@
        579  242 0008CC80 ??_7Combobox@DirectUI@@6B@
        580  243 000898E8 ??_7DCSurface@DirectUI@@6B@
        581  244 0008C440 ??_7DUIXmlParser@DirectUI@@6B@
        582  245 0008C590 ??_7DialogElement@DirectUI@@6BHWNDElement@1@@
        583  246 00091768 ??_7DialogElement@DirectUI@@6BIElementListener@1@@
        584  247 0008C0E8 ??_7DuiAccessible@DirectUI@@6BIAccIdentity@@@
        585  248 0008BCE0 ??_7DuiAccessible@DirectUI@@6BIAccessible@@@
        586  249 0008C0B0 ??_7DuiAccessible@DirectUI@@6BIEnumVARIANT@@@
        587  24A 0008BDD0 ??_7DuiAccessible@DirectUI@@6BIOleWindow@@@
        588  24B 0008BDF8 ??_7DuiAccessible@DirectUI@@6BIServiceProvider@@@
        589  24C 0008C230 ??_7Edit@DirectUI@@6B@
        590  24D 0008B400 ??_7Element@DirectUI@@6B@
        591  24E 0008B678 ??_7ElementProvider@DirectUI@@6BIRawElementProviderAdviseEvents@@@
        592  24F 0008B630 ??_7ElementProvider@DirectUI@@6BIRawElementProviderFragment@@@
        593  250 0008B5F0 ??_7ElementProvider@DirectUI@@6BIRawElementProviderSimple@@@
        594  251 0008B5D0 ??_7ElementProvider@DirectUI@@6BRefcountBase@1@@
        595  252 0008BBB0 ??_7ElementProxy@DirectUI@@6B@
        596  253 0008B740 ??_7ElementWithHWND@DirectUI@@6B@
        597  254 00091960 ??_7ExpandCollapseProvider@DirectUI@@6B@
        598  255 00091958 ??_7ExpandCollapseProvider@DirectUI@@6BIProvider@1@@
        599  256 00091948 ??_7ExpandCollapseProvider@DirectUI@@6BRefcountBase@1@@
        600  257 00091938 ??_7ExpandCollapseProxy@DirectUI@@6B@
        601  258 0008FB90 ??_7Expandable@DirectUI@@6B@
        602  259 0008FCD0 ??_7Expando@DirectUI@@6B@
        603  25A 0008CB30 ??_7ExpandoButtonGlyph@DirectUI@@6B@
        604  25B 000900E0 ??_7FillLayout@DirectUI@@6B@
        605  25C 00090130 ??_7FlowLayout@DirectUI@@6B@
        606  25D 000898A0 ??_7FontCache@DirectUI@@6B@
        607  25E 00091B90 ??_7GridItemProvider@DirectUI@@6B@
        608  25F 00091B80 ??_7GridItemProvider@DirectUI@@6BIProvider@1@@
        609  260 00091B70 ??_7GridItemProvider@DirectUI@@6BRefcountBase@1@@
        610  261 00091B60 ??_7GridItemProxy@DirectUI@@6B@
        611  262 00090180 ??_7GridLayout@DirectUI@@6B@
        612  263 00091C08 ??_7GridProvider@DirectUI@@6B@
        613  264 00091C00 ??_7GridProvider@DirectUI@@6BIProvider@1@@
        614  265 00091BF0 ??_7GridProvider@DirectUI@@6BRefcountBase@1@@
        615  266 00091BE0 ??_7GridProxy@DirectUI@@6B@
        616  267 0008B890 ??_7HWNDElement@DirectUI@@6B@
        617  268 0008C0E8 ??_7HWNDElementAccessible@DirectUI@@6BIAccIdentity@@@
        618  269 0008BFC0 ??_7HWNDElementAccessible@DirectUI@@6BIAccessible@@@
        619  26A 0008C0B0 ??_7HWNDElementAccessible@DirectUI@@6BIEnumVARIANT@@@
        620  26B 0008BDD0 ??_7HWNDElementAccessible@DirectUI@@6BIOleWindow@@@
        621  26C 0008BDF8 ??_7HWNDElementAccessible@DirectUI@@6BIServiceProvider@@@
        622  26D 0008BCB0 ??_7HWNDElementProvider@DirectUI@@6B@
        623  26E 0008BC88 ??_7HWNDElementProvider@DirectUI@@6BIRawElementProviderAdviseEvents@@@
        624  26F 0008BC40 ??_7HWNDElementProvider@DirectUI@@6BIRawElementProviderFragment@@@
        625  270 0008BC00 ??_7HWNDElementProvider@DirectUI@@6BIRawElementProviderSimple@@@
        626  271 0008BBD8 ??_7HWNDElementProvider@DirectUI@@6BRefcountBase@1@@
        627  272 0008BBC0 ??_7HWNDElementProxy@DirectUI@@6B@
        628  273 0008BE20 ??_7HWNDHost@DirectUI@@6B@
        629  274 0008BB58 ??_7HWNDHostAccessible@DirectUI@@6BIAccIdentity@@@
        630  275 0008C110 ??_7HWNDHostAccessible@DirectUI@@6BIAccessible@@@
        631  276 0008BB20 ??_7HWNDHostAccessible@DirectUI@@6BIEnumVARIANT@@@
        632  277 0008C200 ??_7HWNDHostAccessible@DirectUI@@6BIOleWindow@@@
